,GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Unnamed: 46
3399,URN:CornellLabOfOrnithology:EBIRD:OBS638333992,2020-02-28 22:53:40,5753,species,Hooded Plover,Thinornis cucullatus,,,8,,,"Unknown Sex, Adult (4); Unknown Sex, Immature (4)",Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Blue Rocks,L4051176,H,-38.2838273,144.42650560000000,2016-08-02,12:00:00,obsr825168,S47085996,Traveling,P22,EBIRD_AU,30.0,0.3,,1.0,1,,0,1,0,,Time not known.,,
3400,URN:CornellLabOfOrnithology:EBIRD:OBS420172732,2020-04-03 15:31:38,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Apollo Bay,L2123915,P,-38.7529588,143.665123,2016-07-25,08:00:00,obsr450560,S30853808,Traveling,P22,EBIRD_AU,240.0,5.0,,1.0,1,,1,1,0,,Fine and cool. Included visit to Barham River mouth and Marriners Lookout,Both had rings on legs. Seen near Barham River Mouth,
3401,URN:CornellLabOfOrnithology:EBIRD:OBS425929320,2020-02-28 22:31:26,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Black Rocks,L2548606,H,-38.2860157,144.4201219,2016-08-28,15:15:00,obsr598621,S31290440,Incidental,P20,EBIRD_AU,,,,2.0,0,,1,1,0,,,1 banded adult (BK) with unbanded adult.,
3402,URN:CornellLabOfOrnithology:EBIRD:OBS499853696,2020-04-13 02:02:17,5753,species,Hooded Plover,Thinornis cucullatus,,,1,ON,C4,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Whites Beach,L2991419,H,-38.318165,144.348108,2016-01-03,,obsr529639,S36864699,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,"Whites Beach, Torquay Observed by: John Peter",bird on nest Breeding,
3403,URN:CornellLabOfOrnithology:EBIRD:OBS433726216,2020-02-29 00:19:17,5753,species,Hooded Plover,Thinornis cucullatus,,,9,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Gunnamatta Beach,L2547409,H,-38.44659,144.85542,2016-10-03,07:50:00,obsr352905,S31863850,Traveling,P22,EBIRD,120.0,5.0,,1.0,1,,0,1,0,,"HP monitoring -Submitted from eBird for iOS, version 1.3.0 Build 86",,
3404,URN:CornellLabOfOrnithology:EBIRD:OBS400022251,2017-10-23 12:16:04,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,South Australia,AU-SA,Onkaparinga,AU-SA-ONK,,,,,AU-SA-Aldinga Beach-5173 - -35.2821x138.4426,L4577035,P,-35.282063,138.442626,2016-05-07,10:22:00,obsr508381,S29502764,Stationary,P21,EBIRD,8.0,,,1.0,1,,0,1,0,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",,
3405,URN:CornellLabOfOrnithology:EBIRD:OBS442719708,2018-10-11 22:34:53,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Sorell,AU-TAS-SOR,,,,,Marion Bay,L2548673,H,-42.83972,147.87597,2016-11-14,13:33:00,obsr450923,S32530790,Traveling,P22,EBIRD,91.0,1.0,,1.0,1,,0,1,0,,Walked along beach north from the viewing platform at the Bream Creek mouth. Found 6 beach-washed Short-tailed Shearwater. Mostly overcast with light winds and the odd bit of sun.,,
3406,URN:CornellLabOfOrnithology:EBIRD:OBS425654842,2017-10-20 12:11:48,5753,species,Hooded Plover,Thinornis cucullatus,,,11,,,,Australia,AU,Tasmania,AU-TAS,Sorell,AU-TAS-SOR,,,,,Marion Bay,L2548673,H,-42.83972,147.87597,2016-08-27,13:00:00,obsr450492,S31266285,Stationary,P21,EBIRD,27.0,,,2.0,1,,0,1,0,,<br />Submitted from eBird Android 1.2.5,,
3407,URN:CornellLabOfOrnithology:EBIRD:OBS367996655,2020-06-03 08:40:27,5753,species,Hooded Plover,Thinornis cucullatus,,,15,,,,Australia,AU,Tasmania,AU-TAS,Circular Head,AU-TAS-CIR,,,,,Perkins Island--Kingston Point,L4183791,H,-40.7920766,145.1039404,2016-01-22,07:56:00,obsr432922,S27065252,Traveling,P22,EBIRD_AU,217.0,3.0,,2.0,1,G1566257,0,1,0,,"Cruised the beach and explored the dunes behind.  Count site for the NW Summer Wader Count.  Mild-warm, mainly overcast with a slight breeze.  Small amount of smoke haze from bushfires.",,
3408,URN:CornellLabOfOrnithology:EBIRD:OBS390786008,2020-02-28 23:34:23,5753,species,Hooded Plover,Thinornis cucullatus,,,35,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Griffiths,L4482365,P,-38.391556200000000,142.2537231,2016-04-03,17:00:00,obsr352462,S28913874,Traveling,P22,EBIRD,120.0,3.0,,2.0,1,,0,1,0,,,,
3409,URN:CornellLabOfOrnithology:EBIRD:OBS708603513,2019-02-10 00:53:44,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,Adventure Bay--East Cove,L3278527,H,-43.364148,147.354088,2016-03-20,14:15:00,obsr1247683,S52544679,Traveling,P22,EBIRD,180.0,4.0,,2.0,1,G3842911,0,1,0,,<br />Submitted from eBird Android 1.0.3,,
3410,URN:CornellLabOfOrnithology:EBIRD:OBS444610227,2020-03-12 02:16:41,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Tasmania,AU-TAS,Tasman,AU-TAS-TAS,,,,,Eaglehawk Neck--Tesselated Pavement,L1479659,H,-43.0095271,147.9314876,2016-11-09,19:44:00,obsr457495,S32659958,Stationary,P21,EBIRD,27.0,,,8.0,1,G2018313,1,1,0,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",,
3411,URN:CornellLabOfOrnithology:EBIRD:OBS440522000,2017-10-25 11:09:02,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,"Unknown Sex, Immature (1)",Australia,AU,Western Australia,AU-WA,Melville,AU-WA-MEL,,,,,Alfred Cove Nature Reserve,L1032814,H,-32.025905800000000,115.8133221,2016-11-05,17:55:00,obsr545863,S32375057,Traveling,P22,EBIRD,25.0,0.2,,2.0,0,,0,1,0,,"mild, still, light fading",,
3412,URN:CornellLabOfOrnithology:EBIRD:OBS370458951,2017-10-20 11:48:10,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,South Bruny National Park--Luggaboine Circuit,L3275049,H,-43.462105,147.149216,2016-01-13,07:30:00,obsr321052,S27266559,Incidental,P20,EBIRD,,,,6.0,0,,0,1,0,,south coast hike. birding more of a sideshow to the hiking.,,
3413,URN:CornellLabOfOrnithology:EBIRD:OBS425672168,2020-02-28 21:03:04,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Kilcunda-Harmers Haven Coastal Reserve--Powlett River,L1600040,H,-38.575804300000000,145.51095980000000,2016-08-27,16:15:00,obsr450308,S31268264,Traveling,P22,EBIRD_AU,40.0,2.0,,2.0,1,G1898598,0,1,0,,"<br />Submitted from eBird for iOS, version 1.2.6 Build 75",,
3414,URN:CornellLabOfOrnithology:EBIRD:OBS368896786,2020-02-28 23:01:44,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Point Roadknight,L2547426,H,-38.4289166,144.1810942,2016-01-19,10:15:00,obsr142028,S27138309,Traveling,P22,EBIRD,45.0,0.805,,2.0,1,G1571707,0,1,0,,<br />Submitted from eBird Android 1.0.1,,
3415,URN:CornellLabOfOrnithology:EBIRD:OBS442456666,2020-02-28 23:41:59,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Croajingolong National Park--Point Hicks,L2551861,H,-37.79988,149.2745,2016-11-10,09:00:00,obsr450824,S32512222,Traveling,P22,EBIRD_AU,450.0,9.0,,3.0,1,,0,1,0,,Walking and driving along a fixed route from the Mueller River mouth ( closed ) to ocean beach east of Clinton Rocks.--Thurra River entrance open. BNB/HP surveys.,,
3416,URN:CornellLabOfOrnithology:EBIRD:OBS893414227,2020-04-12 03:03:56,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Bushrangers Bay,L2549956,H,-38.4900907,144.9149895,2016-11-05,11:00:00,obsr805150,S67065613,Historical,P62,EBIRD,60.0,,,1.0,1,,0,1,0,,,,
3417,URN:CornellLabOfOrnithology:EBIRD:OBS480693185,2020-02-28 23:08:58,5753,species,Hooded Plover,Thinornis cucullatus,,,5,,,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Painkalac creek estuary,L5638661,P,-38.466913,144.0934692,2016-05-28,13:15:00,obsr539765,S35600631,Traveling,P22,EBIRD_AU,15.0,0.5,,2.0,0,,0,1,0,,,5 hp's sheltering from wind in middle of wetland behind a piece of wood.,
3418,URN:CornellLabOfOrnithology:EBIRD:OBS436639450,2020-02-28 23:36:47,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,East Gippsland,AU-VIC-EAS,,,,,Mallacoota,L2040935,H,-37.556196500000000,149.7560281,2016-10-03,,obsr298916,S32073398,Historical,P62,EBIRD,,,,,1,,1,1,0,,,,
3419,URN:CornellLabOfOrnithology:EBIRD:OBS447192168,2020-02-28 22:53:40,5753,species,Hooded Plover,Thinornis cucullatus,,,2,ON,C4,"Unknown Sex, Adult (2)",Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Blue Rocks,L4051176,H,-38.2838273,144.42650560000000,2016-12-04,12:56:00,obsr529639,S32865195,Traveling,P22,EBIRD_AU,30.0,0.4,,7.0,1,G2064355,0,1,0,,BirdLife Australia Challenge Bird Count led by Barry Lingham.,,
3420,URN:CornellLabOfOrnithology:EBIRD:OBS394035328,2017-10-23 13:16:05,5753,species,Hooded Plover,Thinornis cucullatus,,,5,,,,Australia,AU,South Australia,AU-SA,Victor Harbor,AU-SA-VIC,,,,,"Parson's/Sheepies Beaches, Waitpinga",L3010187,P,-35.63212,138.47511,2016-04-22,14:20:00,obsr189672,S29132879,Traveling,P22,EBIRD,135.0,3.54,,1.0,1,,0,1,0,,"Weather: Mostly overcast, cool, mod SSE wind.  Walking observations over 2.25 mi one way from 1415 to 1630. Hooded Plover survey.","2:21 PM, Two at Parsons Bch ( 1 with orange flag EV) & three at Sheepies Bch - one an immature with white flag letters TW. , (-35.63148, 138.47245)",
3421,URN:CornellLabOfOrnithology:EBIRD:OBS499853863,2020-02-28 23:03:31,5753,species,Hooded Plover,Thinornis cucullatus,,,1,ON,C4,,Australia,AU,Victoria,AU-VIC,Surf Coast,AU-VIC-SUR,,,,,Point Impossible,L2548442,H,-38.30522,144.37708,2016-12-07,,obsr529639,S36864777,Incidental,P20,EBIRD_AU,,,,1.0,0,,0,1,0,,Point Impossible Observed by: John Peter,bird on nest Breeding,
3422,URN:CornellLabOfOrnithology:EBIRD:OBS447626448,2020-02-28 22:53:40,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Blue Rocks,L4051176,H,-38.2838273,144.42650560000000,2016-12-06,19:00:00,obsr825168,S32900139,Traveling,P22,EBIRD_AU,60.0,1.0,,1.0,0,,0,1,0,,,,
3423,URN:CornellLabOfOrnithology:EBIRD:OBS445398970,2020-02-28 22:55:31,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Barwon Heads Beach near Black Rock,L5106420,P,-38.2813131,144.4328356,2016-11-14,18:00:00,obsr825168,S32723638,Traveling,P22,EBIRD_AU,45.0,1.0,,1.0,0,,0,1,0,,,,
3424,URN:CornellLabOfOrnithology:EBIRD:OBS366239192,2017-11-06 13:06:57,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Glenelg,AU-VIC-GLG,,,,,Discovery Bay Coastal Park,L3016060,H,-38.1667001,141.2333394,2016-01-16,10:52:00,obsr609260,S26921395,Traveling,P22,EBIRD,60.0,3.0,,7.0,1,,0,1,0,,"Walking the beach searching for the Beach Stone-curlew.  No luck.  <br />Submitted from eBird for iOS, version 1.1.4 Build 34",,
3425,URN:CornellLabOfOrnithology:EBIRD:OBS450058761,2019-05-17 03:07:49,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Maria Island National Park--Darlington,L4046326,H,-42.581661600000000,148.0653271,2016-12-19,10:00:00,obsr439698,S33092473,Traveling,P22,EBIRD,78.0,1.0,,2.0,1,G2089352,0,1,0,,Mild and partly cloudy <br>Submitted from eBird Android 1.3,,
3426,URN:CornellLabOfOrnithology:EBIRD:OBS423431430,2020-02-29 00:32:58,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Melanesia Beach,L4857887,P,-38.751531400000000,143.31359800000000,2016-08-01,10:30:00,obsr753189,S31099877,Stationary,P21,EBIRD,60.0,,,3.0,0,,0,1,0,,,,
3427,URN:CornellLabOfOrnithology:EBIRD:OBS431751736,2020-02-17 03:18:25,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,New South Wales,AU-NSW,Shoalhaven,AU-NSW-SHO,,,,,Burrill Lake Estuary,L2541569,H,-35.3901608,150.44742110000000,2016-09-18,12:49:00,obsr438029,S31728841,Incidental,P20,EBIRD,,,,2.0,1,G1936838,0,1,0,,,,
3428,URN:CornellLabOfOrnithology:EBIRD:OBS429758023,2020-02-29 00:19:17,5753,species,Hooded Plover,Thinornis cucullatus,,,8,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Gunnamatta Beach,L2547409,H,-38.44659,144.85542,2016-09-14,13:00:00,obsr352905,S31574933,Traveling,P22,EBIRD,150.0,5.0,,1.0,1,,0,1,0,,"HP monitoring <br />Submitted from eBird for iOS, version 1.2.6 Build 75",,
3429,URN:CornellLabOfOrnithology:EBIRD:OBS365983302,2020-02-29 00:19:17,5753,species,Hooded Plover,Thinornis cucullatus,,,9,,,,Australia,AU,Victoria,AU-VIC,Mornington Peninsula,AU-VIC-MPE,,,,,Mornington Peninsula National Park--Gunnamatta Beach,L2547409,H,-38.44659,144.85542,2016-01-15,09:00:00,obsr352905,S26898903,Traveling,P22,EBIRD,150.0,6.0,,2.0,1,,0,1,0,,"HP monitoring with Denis <br />Submitted from eBird for iOS, version 1.1.4 Build 34",,
3430,URN:CornellLabOfOrnithology:EBIRD:OBS416886960,2020-02-28 21:12:07,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Phillip Island,L4772348,P,-38.5441904,145.34017790000000,2016-07-09,11:49:00,obsr450267,S30610537,Traveling,P22,EBIRD,245.0,8.047,,1.0,1,,0,1,0,,"Whole island including Cape Woolami, Nobbies, Cowes, Rhyll and San Remo<br />Submitted from eBird Android 1.2.3",Cape Woolami beach at 12.25pm,
3431,URN:CornellLabOfOrnithology:EBIRD:OBS447169390,2017-10-20 12:49:34,5753,species,Hooded Plover,Thinornis cucullatus,,,6,FL,C4,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,Adventure Bay,L943017,H,-43.364189700000000,147.3341274,2016-12-02,12:30:00,obsr750900,S32863440,Traveling,P22,EBIRD,90.0,2.0,,3.0,1,,0,1,0,,,3 chicks. Another female on nest.,
3432,URN:CornellLabOfOrnithology:EBIRD:OBS435865409,2019-12-30 04:49:35,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Tasmania,AU-TAS,Kingborough,AU-TAS-KIN,,,,,Adventure Bay,L943017,H,-43.364189700000000,147.3341274,2016-09-23,13:00:00,obsr237677,S32015659,Traveling,P22,EBIRD,180.0,24.14,,4.0,1,G1964507,1,1,0,,,,
3433,URN:CornellLabOfOrnithology:EBIRD:OBS407797441,2020-02-28 23:32:23,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Killarney Beach,L1121735,H,-38.356545700000000,142.31097220000000,2016-05-28,14:30:00,obsr448217,S29946421,Traveling,P22,EBIRD,120.0,5.0,,2.0,1,,0,1,0,,<br />Submitted from eBird Android 1.2.1,,
3434,URN:CornellLabOfOrnithology:EBIRD:OBS380013538,2020-02-28 23:32:23,5753,species,Hooded Plover,Thinornis cucullatus,,,7,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Killarney Beach,L1121735,H,-38.356545700000000,142.31097220000000,2016-03-08,09:01:00,obsr642128,S28058088,Traveling,P22,EBIRD,36.0,0.5,,2.0,1,G1637972,0,1,0,,"Boat Ramp East <br />Submitted from eBird for iOS, version 1.1.5 Build 44",,
3435,URN:CornellLabOfOrnithology:EBIRD:OBS449764514,2020-06-01 08:29:58,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,Tasmania,AU-TAS,Glamorgan/Spring Bay,AU-TAS-GLA,,,,,Prosser River Spit,L1163828,H,-42.5542184,147.8792381,2016-12-18,16:06:00,obsr665983,S33072767,Stationary,P21,EBIRD,19.0,,,2.0,1,G2082831,0,1,0,,Mild and partly cloudy <br>Submitted from eBird Android 1.3,,
3436,URN:CornellLabOfOrnithology:EBIRD:OBS391237441,2020-02-28 23:32:23,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Killarney Beach,L1121735,H,-38.356545700000000,142.31097220000000,2016-04-09,16:00:00,obsr450763,S28945319,Traveling,P22,EBIRD_AU,125.0,3.0,,3.0,1,G1686306,1,1,0,,Patchy sky: heavy 3 metre swell pounding coastline,One with orange leg flag : NY,
3437,URN:CornellLabOfOrnithology:EBIRD:OBS390397149,2020-02-29 00:32:23,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Marengo South Beach,L2993051,H,-38.781095,143.66284850000000,2016-04-10,15:00:00,obsr500697,S28886054,Traveling,P22,EBIRD_AU,30.0,1.5,,3.0,1,G1688262,1,1,0,,Observations made on northern and southern side of caravan park.,Pair on small section of beach [southern side of point ] flagged bird: 'BP',
3438,URN:CornellLabOfOrnithology:EBIRD:OBS448611855,2020-02-17 03:23:27,5753,species,Hooded Plover,Thinornis cucullatus,,,2,NE,C4,,Australia,AU,New South Wales,AU-NSW,Shoalhaven,AU-NSW-SHO,,,,,"Dolphin Point track, Meroo NP",L4821025,P,-35.4022898,150.44501780000000,2016-12-12,08:15:00,obsr450229,S32977099,Traveling,P22,EBIRD_AU,90.0,3.0,,1.0,1,,0,1,0,,,M5 & A4,
3439,URN:CornellLabOfOrnithology:EBIRD:OBS369946612,2020-04-13 18:56:00,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Warrnambool,AU-VIC-WAR,,,,,Logans Beach,L2547771,H,-38.4043436,142.5216222,2016-01-12,18:30:00,obsr175163,S27225908,Traveling,P22,EBIRD,31.0,0.2,,7.0,1,G1550483,1,1,0,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34",,
3440,URN:CornellLabOfOrnithology:EBIRD:OBS442199468,2020-02-28 23:34:23,5753,species,Hooded Plover,Thinornis cucullatus,,,3,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,"AU-VIC-3283 - -38.3591x142.3031 - 12 Nov. 2016, 12:13 pm",L5075044,P,-38.359123,142.30310500000000,2016-11-12,11:39:00,obsr432071,S32494131,Traveling,P22,EBIRD,52.0,1.0,,10.0,0,,0,1,0,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",,
3441,URN:CornellLabOfOrnithology:EBIRD:OBS721949276,2019-04-20 20:44:20,5753,species,Hooded Plover,Thinornis cucullatus,,,X,,,,Australia,AU,Tasmania,AU-TAS,Break O'Day,AU-TAS-BRE,,,,,Scamander,L2550123,H,-41.46138,148.26521,2016-01-10,,obsr1269289,S53622890,Incidental,P20,EBIRD,,,,1.0,0,,0,1,0,,,,
3442,URN:CornellLabOfOrnithology:EBIRD:OBS571120661,2018-01-25 18:54:53,5753,species,Hooded Plover,Thinornis cucullatus,,,26,,,,Australia,AU,Tasmania,AU-TAS,Sorell,AU-TAS-SOR,,,,,Marion Bay--Long Spit,L1206904,H,-42.829212300000000,147.8733158,2016-07-10,16:40:00,obsr523707,S42236664,Traveling,P22,EBIRD_AU,20.0,1.0,,8.0,1,G1852714,0,1,0,,Stopped at the beach to see if we could find any of the Hooded Plovers recorded here on previous lists. Overcast and dull due to sunset. Fresh northerlies.,"A large group seen at the north end of the beach. Took off and disappeared after a couple of minutes but returned ten minutes later and foraged, loosely associating, at the water's edge.",
3443,URN:CornellLabOfOrnithology:EBIRD:OBS372790351,2020-02-28 22:30:41,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Bancoora Beach,L2548456,H,-38.293820000000000,144.40391,2016-02-10,08:55:00,obsr450853,S27453628,Traveling,P22,EBIRD_AU,30.0,1.0,,1.0,1,,0,1,0,,,One with orange flag,
3444,URN:CornellLabOfOrnithology:EBIRD:OBS368497270,2020-04-03 21:39:49,5753,species,Hooded Plover,Thinornis cucullatus,,,2,,,,Australia,AU,Victoria,AU-VIC,Bass Coast,AU-VIC-BAS,,,,,Inverloch,L2040954,P,-38.6313545,145.729866,2016-01-25,11:44:00,obsr660046,S27107986,Incidental,P20,EBIRD,,,,2.0,0,,0,1,0,,"<br />Submitted from eBird for iOS, version 1.1.4 Build 34","Both had tags on right leg, one red, one yellow, too distant to read numbers.",
3445,URN:CornellLabOfOrnithology:EBIRD:OBS443994362,2020-02-28 22:55:30,5753,species,Hooded Plover,Thinornis cucullatus,,,6,,,"Unknown Sex, Adult (6)",Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Turtle Rock,L5090629,H,-38.2793554,144.57547120000000,2016-11-19,10:14:00,obsr515325,S32615433,Traveling,P22,EBIRD,40.0,1.5,,5.0,1,G2043765,1,1,0,,BirdLife Australia Biennial Hooded Plover Survey. Turtle Rock.,2 flew from water's edge over dunes. 4 others on beach near HWM. Flagged HY and unflagged bird and flagged PL and unflagged bird.,
3446,URN:CornellLabOfOrnithology:EBIRD:OBS391916022,2020-02-29 00:31:21,5753,species,Hooded Plover,Thinornis cucullatus,,,8,,,"Unknown Sex, Adult (6); Unknown Sex, Immature (2)",Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Great Otway National Park--Aire River Campground,L2548907,H,-38.80212,143.47732,2016-04-12,11:15:00,obsr607460,S28992509,Traveling,P22,EBIRD,195.0,8.0,,15.0,1,G1693139,0,1,0,,"Some of the group climbed the dunes to the Great Ocean Walk; others walked to the Aire River Mouth. Lunch at the West Campsite, where the group saw a Swamp Rat that approached us from the reeds. <a href=""https://www.flickr.com/photos/78247220@N08/26146733080/in/dateposted-public/"" title=""River mouth, Glen Aire beach""><img src=""https://farm2.staticflickr.com/1538/26146733080_8b0ee0dd32_o.jpg"" alt=""River mouth, Glen Aire beach"" /></a>",,
3447,URN:CornellLabOfOrnithology:EBIRD:OBS440776528,2017-10-24 12:07:38,5753,species,Hooded Plover,Thinornis cucullatus,,,4,,,,Australia,AU,Western Australia,AU-WA,Ravensthorpe,AU-WA-RAV,,,,,Fitzgerald Riv NP - St Mary beach at -34.1645x119.5772,L5062142,P,-34.164476,119.57718600000000,2016-11-06,05:39:00,obsr659804,S32394952,Traveling,P22,EBIRD,20.0,0.3,,2.0,1,,0,1,0,,,On lake. ,
3448,URN:CornellLabOfOrnithology:EBIRD:OBS364622910,2020-04-11 03:07:17,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Moyne,AU-VIC-MOY,,,,,Griffiths Island,L2064000,H,-38.393060600000000,142.2462286,2016-01-09,15:50:00,obsr450667,S26786056,Traveling,P22,EBIRD_AU,35.0,2.0,,1.0,1,,0,1,0,,,,
3449,URN:CornellLabOfOrnithology:EBIRD:OBS448155643,2020-02-28 22:53:40,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Blue Rocks,L4051176,H,-38.2838273,144.42650560000000,2016-12-10,07:03:00,obsr609260,S32942145,Traveling,P22,EBIRD,75.0,4.0,,3.0,1,,0,1,0,,,,
3450,URN:CornellLabOfOrnithology:EBIRD:OBS391325036,2020-04-03 15:31:38,5753,species,Hooded Plover,Thinornis cucullatus,,,8,,,,Australia,AU,Victoria,AU-VIC,Colac-Otway,AU-VIC-COL,,,,,Apollo Bay,L2123915,P,-38.7529588,143.665123,2016-04-11,09:00:00,obsr447930,S28951220,Traveling,P22,EBIRD,60.0,1.0,,5.0,1,G1693136,1,1,0,,"<a href=""https://www.flickr.com/photos/78247220@N08/26391984556/in/album-72157666956664636/"" title=""Apollo Bay""><img src=""https://farm2.staticflickr.com/1671/26391984556_a84236b7bf_o.jpg"" alt=""Apollo Bay"" /></a>",,
3451,URN:CornellLabOfOrnithology:EBIRD:OBS447820510,2020-02-28 22:31:26,5753,species,Hooded Plover,Thinornis cucullatus,,,1,,,,Australia,AU,Victoria,AU-VIC,Greater Geelong,AU-VIC-GGE,,,,,Black Rocks,L2548606,H,-38.2860157,144.4201219,2016-12-07,17:00:00,obsr465551,S32915581,Traveling,P22,EBIRD_AU,90.0,1.0,,10.0,1,,0,1,0,,number of birders had gathered for the Little Stint reported day previously,,
